student_id,institution,program_id,country_home,country_host,cohort_year,subject_field,study_level,study_mode,gender,age,marital_status,language_proficiency,teaching_style_difference,cultural_distance,support_program,participates_in_buddy_program,participates_in_language_course,works_while_studying,work_hours_per_week,scholarship_status,entry_gpa,gpa_sem1,gpa_sem2,gpa_prev,credits_attempted_sem1,credits_earned_sem1,credits_attempted_sem2,credits_earned_sem2,failed_courses_sem1,failed_courses_sem2,attendance_rate,mean_weekly_engagement,std_weekly_engagement,low_engagement_weeks,engagement_trend,avg_assignment_score,avg_exam_score,late_submission_rate,missing_assignments_count,gpa_sem3,success_label,risk_category,p_success_proxy
S100932,Latvia_Uni_A,BUS,Brazil,Latvia,2020,Social Sciences,Bachelor,Full-time,Female,26,Single,2,Medium,0.35,1,0,0,0,0,Partial,7.91,8.39,8.19,8.29,34,34,35,35,0,0,0.968,0.899,0.084,0,-0.194,78.5,66.2,0.163,0,8.1,1,Very Likely to Succeed,1.0
S100933,Latvia_Uni_B,CS,Sri Lanka,Latvia,2023,Humanities,Master,Full-time,Female,36,Single,2,High,0.6,1,0,0,0,0,Partial,4.77,4.95,4.68,4.82,21,15,25,25,2,0,0.437,0.248,0.125,23,0.371,0.4,0.0,0.372,2,4.94,0,High Risk,0.539
S100934,Tech_Institute_D,DATA,Brazil,Latvia,2019,Computer Science,Bachelor,Full-time,Female,32,Single,3,Medium,0.35,0,0,0,1,11,Full,6.31,6.07,5.85,5.96,31,31,25,22,0,1,0.297,0.11,0.074,36,-0.117,25.0,16.0,0.572,3,5.81,0,High Risk,0.574
S100935,Tech_Institute_D,ENG,Ghana,Latvia,2018,Computer Science,Master,Part-time,Female,31,Single,2,High,0.7331826786506613,1,0,0,1,23,Full,7.28,7.31,6.9,7.11,24,24,31,28,0,1,0.743,0.592,0.123,0,0.329,71.5,63.7,0.487,6,7.28,1,Moderate Risk,0.699
S100936,Tech_Institute_D,BUS,Nigeria,Latvia,2018,Humanities,Bachelor,Full-time,Female,24,Single,3,High,0.7329740555292202,1,1,0,0,0,None,5.29,6.0,5.21,5.6,29,26,25,22,1,1,0.578,0.434,0.074,1,-0.125,21.1,28.5,0.391,0,5.43,0,Moderate Risk,0.659
S100937,Latvia_Uni_A,CS,India,Latvia,2023,Computer Science,Bachelor,Full-time,Male,32,Single,1,High,0.6,0,0,1,1,24,None,6.44,5.98,6.49,6.23,22,19,35,29,1,2,0.486,0.311,0.085,17,-0.157,42.0,28.7,0.599,6,5.66,0,High Risk,0.478
S100938,Latvia_Uni_A,DATA,Sri Lanka,Latvia,2021,Engineering,Master,Full-time,Male,34,Single,3,High,0.6,0,0,0,1,29,None,4.88,4.02,4.69,4.35,33,27,20,17,2,1,0.302,0.107,0.068,36,0.099,0.0,0.0,0.562,7,4.19,0,Very High Risk,0.292
S100939,Latvia_College_C,CS,Sri Lanka,Latvia,2020,Medicine,Bachelor,Full-time,Female,26,Single,2,High,0.6,0,0,0,0,0,None,6.62,6.88,6.65,6.76,29,29,31,28,0,1,0.707,0.567,0.089,0,-0.117,72.0,66.4,0.508,3,7.23,0,High Risk,0.614
S100940,Latvia_Uni_A,BUS,China,Latvia,2020,Engineering,Bachelor,Full-time,Male,31,Single,3,High,0.6,0,0,0,0,0,None,6.39,5.5,5.94,5.72,29,23,23,20,2,1,0.745,0.59,0.074,0,-0.018,48.2,59.4,0.285,3,6.08,1,High Risk,0.611
S100941,Latvia_College_C,MIS,Ghana,Latvia,2020,Business,Bachelor,Full-time,Male,39,Single,3,High,0.7675414375595186,1,1,0,0,0,Partial,7.32,8.03,7.45,7.74,31,28,29,29,1,0,0.837,0.705,0.069,0,-0.051,72.7,64.5,0.338,0,7.42,1,Very Likely to Succeed,0.871
S100942,Latvia_College_C,BUS,Germany,Latvia,2023,Information Systems,Master,Full-time,Female,30,Single,4,Low,0.1,0,0,0,0,0,None,6.97,7.66,7.85,7.75,32,32,21,18,0,1,0.953,0.889,0.124,0,0.295,81.8,84.1,0.121,1,8.49,1,Very Likely to Succeed,1.0
S100943,Latvia_Uni_A,LAW,Spain,Latvia,2019,Medicine,Bachelor,Full-time,Male,23,Single,5,Low,0.1,0,0,0,0,0,Full,7.3,7.38,6.84,7.11,23,23,20,17,0,1,0.702,0.542,0.069,0,-0.026,44.3,27.8,0.136,0,6.92,1,Very Likely to Succeed,0.87
S100944,Latvia_Uni_A,ENG,Germany,Latvia,2022,Information Systems,Bachelor,Full-time,Male,33,Single,5,Low,0.1,0,0,0,0,0,None,7.97,8.6,8.37,8.48,30,30,35,35,0,0,0.925,0.851,0.145,0,-0.396,76.9,87.7,0.026,1,9.09,1,Very Likely to Succeed,1.0
S100945,Business_School_E,MED,India,Latvia,2022,Engineering,Master,Full-time,Other,33,Married,1,High,0.6,1,0,0,1,21,None,7.09,7.81,6.95,7.38,29,26,29,29,1,0,0.8,0.661,0.077,0,0.002,96.8,94.3,0.468,0,7.4,1,Moderate Risk,0.738
S100946,Latvia_Uni_B,LAW,Bangladesh,Latvia,2019,Business,Bachelor,Full-time,Male,37,Other,1,High,0.6,0,1,1,0,0,None,7.15,6.97,7.18,7.08,20,20,24,24,0,0,0.718,0.58,0.076,0,-0.031,63.2,50.8,0.424,2,6.8,1,Moderate Risk,0.669
S100947,Latvia_Uni_B,ENG,Kenya,Latvia,2019,Medicine,Bachelor,Full-time,Other,37,Single,3,High,0.7984449461004868,0,0,1,0,0,Partial,5.82,5.16,5.24,5.2,32,32,28,25,0,1,0.506,0.353,0.111,13,-0.27,49.5,32.4,0.458,2,4.88,0,High Risk,0.524
S100948,Latvia_College_C,BUS,Bangladesh,Latvia,2019,Social Sciences,Bachelor,Part-time,Female,26,Single,3,High,0.6,0,1,0,0,0,Full,5.96,5.42,6.26,5.84,28,25,28,25,1,1,0.509,0.343,0.119,13,0.327,36.7,40.2,0.538,3,5.71,0,High Risk,0.545
S100949,Latvia_Uni_B,MED,Pakistan,Latvia,2021,Engineering,Master,Full-time,Female,33,Single,1,High,0.6,0,1,1,0,0,None,5.4,4.71,4.95,4.83,26,23,26,26,1,0,0.439,0.269,0.089,18,0.13,43.5,32.7,0.637,1,4.87,0,High Risk,0.426
S100950,Business_School_E,MED,Bangladesh,Latvia,2023,Social Sciences,Bachelor,Full-time,Other,33,Single,1,High,0.6,0,1,0,0,0,Full,8.18,8.34,7.68,8.01,23,20,31,31,1,0,0.671,0.521,0.076,0,-0.07,71.5,77.6,0.633,2,7.48,0,High Risk,0.624
S100951,Latvia_Uni_B,BUS,Pakistan,Latvia,2023,Information Systems,Bachelor,Full-time,Female,31,Single,3,High,0.6,0,0,0,0,0,None,8.04,7.55,8.08,7.82,28,28,33,33,0,0,0.824,0.701,0.065,0,0.029,75.8,80.0,0.364,0,7.86,1,Moderate Risk,0.785
S100952,Tech_Institute_D,BUS,Canada,Latvia,2018,Computer Science,Bachelor,Full-time,Male,25,Single,2,Medium,0.3,0,0,1,1,23,None,5.67,5.59,5.23,5.41,22,19,23,20,1,1,0.295,0.114,0.082,35,-0.117,38.0,4.1,0.592,2,4.74,0,High Risk,0.538
S100953,Latvia_Uni_B,ENG,Sri Lanka,Latvia,2023,Information Systems,Bachelor,Full-time,Female,28,Other,3,High,0.6,1,0,0,0,0,None,6.24,7.44,6.76,7.1,27,24,20,20,1,0,0.65,0.501,0.103,1,0.218,40.0,26.3,0.37,2,7.09,1,Moderate Risk,0.827
S100954,Latvia_Uni_A,MED,Nigeria,Latvia,2021,Business,Bachelor,Full-time,Female,28,Single,3,High,0.7854546207212038,1,0,0,1,21,Partial,8.24,8.95,8.26,8.61,22,22,21,21,0,0,0.708,0.571,0.094,0,0.183,100.0,100.0,0.612,1,9.33,1,Moderate Risk,0.845
S100955,Tech_Institute_D,LAW,Brazil,Latvia,2021,Social Sciences,Bachelor,Full-time,Female,29,Married,4,Medium,0.35,0,1,0,1,27,None,7.19,7.56,7.68,7.62,25,25,21,18,0,1,0.59,0.435,0.194,10,-0.545,49.0,28.1,0.384,3,7.92,1,Moderate Risk,0.77
S100956,Latvia_College_C,MED,Nigeria,Latvia,2020,Engineering,Bachelor,Full-time,Male,29,Single,3,High,0.7007046908757886,0,0,0,0,0,None,6.27,5.97,5.83,5.9,22,22,24,24,0,0,0.287,0.113,0.093,35,-0.264,39.4,15.2,0.705,1,5.7,0,High Risk,0.444
S100957,Latvia_Uni_B,LAW,Ghana,Latvia,2023,Business,Bachelor,Part-time,Other,39,Married,3,High,0.7172290792329992,1,0,1,0,0,None,5.07,5.18,5.52,5.35,25,22,34,34,1,0,0.502,0.335,0.065,10,0.141,0.9,0.0,0.287,0,6.16,1,Moderate Risk,0.69
S100958,Latvia_Uni_A,CS,China,Latvia,2020,Humanities,Master,Full-time,Female,27,Single,2,High,0.6,0,0,0,0,0,None,6.69,6.97,6.91,6.94,27,24,25,19,1,2,0.347,0.153,0.062,36,-0.01,37.5,19.5,0.742,2,7.16,0,High Risk,0.502
S100959,Business_School_E,MIS,Sri Lanka,Latvia,2018,Social Sciences,Bachelor,Part-time,Female,19,Single,1,High,0.6,0,1,1,0,0,None,5.57,5.06,5.24,5.15,32,26,35,29,2,2,0.327,0.145,0.069,36,-0.016,34.3,27.9,0.677,7,4.24,0,High Risk,0.41
S100960,Latvia_College_C,BUS,India,Latvia,2021,Business,Bachelor,Full-time,Female,22,Married,2,High,0.6,0,1,1,0,0,Partial,5.44,6.01,5.73,5.87,21,21,28,25,0,1,0.45,0.277,0.137,20,-0.342,22.5,18.0,0.444,6,6.04,0,High Risk,0.558
S100961,Latvia_Uni_A,DATA,Spain,Latvia,2021,Engineering,Bachelor,Full-time,Male,19,Single,3,Low,0.1,1,1,0,1,14,None,8.21,8.61,8.65,8.63,35,29,22,22,2,0,0.984,0.941,0.06,0,0.067,83.2,100.0,0.0,0,9.15,1,Very Likely to Succeed,1.0
S100962,Tech_Institute_D,MED,India,Latvia,2019,Humanities,Master,Part-time,Male,30,Single,1,High,0.6,1,1,1,1,21,None,7.72,8.06,7.72,7.89,33,33,35,32,0,1,0.855,0.749,0.107,0,0.261,87.2,64.1,0.364,1,8.46,1,Very Likely to Succeed,0.888
S100963,Tech_Institute_D,MED,Sri Lanka,Latvia,2019,Engineering,Bachelor,Full-time,Male,18,Other,1,High,0.6,1,0,1,0,0,None,5.48,6.27,6.34,6.31,25,25,26,20,0,2,0.582,0.407,0.088,3,0.14,20.5,7.3,0.276,0,6.61,1,Moderate Risk,0.716
S100964,Tech_Institute_D,ENG,Latvia,Latvia,2019,Business,Master,Full-time,Female,21,Married,4,Low,0.1,0,0,0,1,21,None,7.87,6.93,6.96,6.95,29,29,25,25,0,0,0.428,0.253,0.071,24,0.04,35.1,6.6,0.451,3,7.21,1,Moderate Risk,0.772
S100965,Latvia_Uni_B,MED,Vietnam,Latvia,2018,Social Sciences,Bachelor,Full-time,Male,24,Single,1,High,0.6,1,1,1,1,12,Partial,6.38,6.98,6.42,6.7,25,25,34,31,0,1,0.993,0.945,0.06,0,-0.091,54.8,57.6,0.165,1,7.08,1,Very Likely to Succeed,0.904
S100966,Latvia_Uni_B,BUS,Vietnam,Latvia,2022,Information Systems,Bachelor,Full-time,Male,31,Single,1,High,0.6,1,1,1,1,19,None,5.89,5.63,6.27,5.95,25,19,33,33,2,0,0.651,0.509,0.103,0,0.213,39.4,28.6,0.367,0,6.01,1,Moderate Risk,0.699
S100967,Tech_Institute_D,MED,Vietnam,Latvia,2022,Information Systems,Bachelor,Full-time,Male,27,Single,1,High,0.6,0,0,1,0,0,None,5.82,5.14,5.15,5.14,25,25,35,29,0,2,0.335,0.133,0.103,35,0.272,27.8,0.0,0.579,2,5.18,0,High Risk,0.406
S100968,Latvia_Uni_A,LAW,Vietnam,Latvia,2023,Business,Master,Full-time,Female,37,Single,1,High,0.6,1,0,1,1,22,Partial,6.6,7.08,6.85,6.96,34,34,20,17,0,1,0.782,0.65,0.119,0,0.269,52.4,37.3,0.273,3,7.74,1,Moderate Risk,0.79
S100969,Tech_Institute_D,MIS,Sri Lanka,Latvia,2019,Social Sciences,Bachelor,Full-time,Male,38,Single,1,High,0.6,0,0,0,0,0,None,6.77,6.94,6.61,6.78,27,27,22,19,0,1,0.587,0.442,0.069,0,-0.125,59.5,56.5,0.517,5,6.59,0,High Risk,0.518
S100970,Latvia_College_C,CS,Canada,Latvia,2021,Engineering,Bachelor,Full-time,Male,35,Married,2,Medium,0.3,0,0,0,0,0,Partial,5.88,5.59,4.0,4.8,25,22,27,24,1,1,0.283,0.096,0.078,35,-0.162,4.8,0.0,0.546,1,4.81,0,High Risk,0.45
S100971,Latvia_College_C,BUS,Spain,Latvia,2021,Business,Master,Full-time,Other,19,Single,4,Low,0.1,0,0,0,1,25,None,6.74,7.45,7.3,7.37,30,30,29,29,0,0,0.773,0.652,0.136,0,-0.322,74.5,84.2,0.252,2,7.16,1,Very Likely to Succeed,0.921
S100972,Latvia_College_C,BUS,Germany,Latvia,2023,Business,Bachelor,Part-time,Male,30,Other,3,Low,0.1,0,1,0,1,19,Partial,6.48,6.62,6.55,6.58,25,22,24,21,1,1,0.565,0.414,0.064,1,-0.03,57.6,30.2,0.399,0,6.93,1,Moderate Risk,0.772
S100973,Latvia_Uni_B,CS,Germany,Latvia,2018,Computer Science,Bachelor,Full-time,Male,21,Single,5,Low,0.1,0,1,0,0,0,Partial,6.86,7.24,7.53,7.39,26,23,30,30,1,0,0.944,0.857,0.057,0,0.02,80.8,49.4,0.069,0,7.53,1,Very Likely to Succeed,0.983
S100974,Tech_Institute_D,DATA,India,Latvia,2019,Information Systems,Bachelor,Part-time,Female,23,Single,3,High,0.6,0,1,1,0,0,None,7.45,7.66,7.18,7.42,31,31,31,25,0,2,0.672,0.525,0.094,1,0.269,63.3,44.2,0.426,0,7.89,1,Moderate Risk,0.795
S100975,Business_School_E,DATA,Nigeria,Latvia,2020,Information Systems,Master,Full-time,Other,36,Single,1,High,0.7818064238689189,0,0,0,0,0,Partial,5.6,5.3,6.09,5.69,34,31,25,25,1,0,0.293,0.111,0.077,36,-0.125,15.0,4.3,0.739,1,5.44,0,Very High Risk,0.281
S100976,Tech_Institute_D,ENG,South Korea,Latvia,2021,Information Systems,Bachelor,Part-time,Female,27,Married,2,High,0.6,1,1,1,0,0,Partial,7.71,8.05,8.83,8.44,31,28,24,24,1,0,0.962,0.907,0.11,0,0.254,72.3,92.7,0.179,1,8.72,1,Very Likely to Succeed,1.0
S100977,Latvia_Uni_A,BUS,Latvia,Latvia,2021,Humanities,Master,Full-time,Female,18,Single,5,Low,0.1,0,0,0,0,0,Partial,8.42,8.7,8.15,8.43,31,31,35,29,0,2,0.973,0.922,0.065,0,-0.07,100.0,100.0,0.052,0,9.21,1,Very Likely to Succeed,1.0
S100978,Tech_Institute_D,MED,Latvia,Latvia,2023,Information Systems,Bachelor,Full-time,Male,27,Single,5,Low,0.1,1,0,0,0,0,Partial,6.61,6.45,6.2,6.32,33,33,31,31,0,0,0.759,0.612,0.095,0,-0.201,56.0,54.3,0.139,0,6.7,1,Moderate Risk,0.839
S100979,Latvia_College_C,ENG,India,Latvia,2023,Humanities,Bachelor,Full-time,Other,28,Single,1,High,0.6,0,1,1,0,0,None,6.39,5.99,6.21,6.1,30,30,27,24,0,1,0.739,0.592,0.074,0,-0.126,47.6,28.9,0.317,2,6.16,1,High Risk,0.607
S100980,Business_School_E,BUS,Brazil,Latvia,2021,Computer Science,Bachelor,Full-time,Female,34,Single,4,Medium,0.35,0,1,1,1,24,None,8.34,8.64,8.9,8.77,27,27,27,27,0,0,0.981,0.9,0.065,0,0.035,100.0,99.5,0.276,0,9.4,1,Very Likely to Succeed,1.0
S100981,Latvia_Uni_B,BUS,South Korea,Latvia,2018,Engineering,Master,Full-time,Female,31,Single,2,High,0.6,0,0,0,1,13,Partial,6.71,6.71,6.59,6.65,29,29,21,21,0,0,0.378,0.188,0.073,35,0.072,32.5,28.3,0.571,0,6.29,0,High Risk,0.493
S100982,Tech_Institute_D,ENG,Ghana,Latvia,2020,Social Sciences,Master,Full-time,Female,27,Married,3,High,0.7503959191854389,1,0,0,0,0,Full,6.64,6.87,7.42,7.15,34,28,35,35,2,0,0.691,0.553,0.072,0,0.024,42.5,44.0,0.436,6,7.02,1,Moderate Risk,0.791
S100983,Latvia_Uni_A,DATA,Spain,Latvia,2020,Information Systems,Master,Full-time,Other,19,Other,3,Low,0.1,1,0,1,0,0,Partial,7.08,7.15,6.82,6.98,23,23,23,23,0,0,0.972,0.913,0.092,0,0.233,64.6,72.4,0.0,0,6.92,1,Very Likely to Succeed,0.973
S100984,Latvia_College_C,MIS,Sri Lanka,Latvia,2023,Information Systems,Bachelor,Full-time,Female,21,Single,2,High,0.6,0,0,1,1,22,Partial,6.43,6.29,5.89,6.09,25,22,31,31,1,0,0.551,0.382,0.072,4,-0.077,22.9,18.2,0.379,2,5.63,0,High Risk,0.562
S100985,Latvia_Uni_A,DATA,Brazil,Latvia,2018,Information Systems,Bachelor,Part-time,Female,38,Single,2,Medium,0.35,1,1,1,1,14,None,8.77,9.07,9.62,9.35,31,31,28,28,0,0,0.973,0.916,0.086,0,0.201,100.0,100.0,0.123,0,10.0,1,Very Likely to Succeed,1.0
S100986,Tech_Institute_D,CS,Spain,Latvia,2021,Business,Bachelor,Part-time,Female,39,Single,3,Low,0.1,0,0,1,0,0,Partial,7.05,6.67,6.69,6.68,25,22,22,22,1,0,0.772,0.636,0.085,0,-0.087,64.5,60.5,0.154,1,7.11,1,Very Likely to Succeed,0.869
S100987,Tech_Institute_D,LAW,India,Latvia,2020,Humanities,Master,Full-time,Male,21,Married,1,High,0.6,1,0,1,1,27,None,5.35,5.6,5.57,5.59,22,19,22,19,1,1,0.338,0.143,0.077,35,0.121,10.7,24.8,0.607,4,6.37,0,High Risk,0.517
S100988,Latvia_Uni_B,CS,Kenya,Latvia,2020,Social Sciences,Bachelor,Full-time,Female,25,Other,1,High,0.7412085334909083,0,1,1,1,16,Full,6.46,6.23,5.52,5.87,20,14,35,35,2,0,0.416,0.241,0.083,29,0.045,15.8,20.2,0.564,1,5.53,0,High Risk,0.43
S100989,Latvia_Uni_A,ENG,France,Latvia,2023,Computer Science,Bachelor,Part-time,Female,31,Single,5,Low,0.1,1,0,0,0,0,None,7.74,8.52,7.6,8.06,29,26,22,22,1,0,0.972,0.921,0.096,0,0.25,94.0,94.1,0.044,0,9.15,1,Very Likely to Succeed,1.0
S100990,Business_School_E,BUS,Latvia,Latvia,2020,Business,Bachelor,Full-time,Female,32,Single,5,Low,0.1,0,0,0,1,11,Partial,7.26,8.35,8.32,8.34,22,13,35,32,3,1,0.689,0.529,0.063,0,0.005,47.5,47.3,0.198,1,8.52,1,Very Likely to Succeed,0.948
S100991,Tech_Institute_D,LAW,Pakistan,Latvia,2023,Business,Bachelor,Full-time,Other,31,Single,3,High,0.6,0,0,1,1,22,Partial,6.59,6.14,6.69,6.41,28,28,23,20,0,1,0.594,0.443,0.118,6,0.303,64.1,18.9,0.379,2,6.56,1,Moderate Risk,0.662
S100992,Latvia_College_C,MED,France,Latvia,2018,Engineering,Master,Full-time,Female,27,Single,5,Low,0.1,0,0,0,1,25,Partial,7.87,7.75,7.47,7.61,23,23,29,29,0,0,0.784,0.656,0.077,0,-0.103,54.7,57.5,0.158,0,7.67,1,Very Likely to Succeed,0.937
S100993,Latvia_Uni_B,MED,India,Latvia,2019,Computer Science,Master,Full-time,Female,18,Single,1,High,0.6,0,1,1,1,18,Full,6.98,6.82,6.69,6.75,27,27,29,26,0,1,0.527,0.346,0.09,13,-0.133,36.5,25.2,0.511,4,5.99,0,High Risk,0.559
S100994,Latvia_College_C,CS,USA,Latvia,2020,Social Sciences,Master,Full-time,Male,18,Single,3,Medium,0.3,0,0,0,1,10,None,5.99,6.08,5.88,5.98,31,28,31,28,1,1,0.36,0.167,0.108,31,0.289,13.9,20.4,0.558,2,6.22,1,High Risk,0.61
S100995,Latvia_Uni_A,CS,Kenya,Latvia,2021,Humanities,Bachelor,Full-time,Female,33,Single,2,High,0.7505541959127802,0,1,1,0,0,None,8.67,8.88,8.71,8.79,31,31,34,34,0,0,0.867,0.774,0.178,0,0.501,95.2,99.6,0.465,0,8.73,1,Moderate Risk,0.848
S100996,Latvia_College_C,DATA,France,Latvia,2018,Medicine,Bachelor,Full-time,Male,18,Married,4,Low,0.1,0,0,0,0,0,Partial,5.09,5.1,4.57,4.84,28,25,21,21,1,0,0.384,0.21,0.155,26,0.343,32.5,17.9,0.47,3,5.22,0,High Risk,0.619
S100997,Latvia_Uni_A,ENG,Nigeria,Latvia,2020,Engineering,Bachelor,Full-time,Female,29,Single,1,High,0.7774135001402533,1,0,0,1,13,None,6.04,5.78,5.92,5.85,29,26,20,14,1,2,0.296,0.093,0.079,36,0.168,16.5,0.0,0.725,1,5.94,0,High Risk,0.437
S100998,Latvia_Uni_B,MED,Kenya,Latvia,2022,Engineering,Bachelor,Full-time,Male,34,Single,3,High,0.7622537688494033,0,0,0,0,0,None,6.52,6.16,6.66,6.41,26,17,21,18,3,1,0.332,0.136,0.081,34,-0.185,14.4,0.4,0.52,3,5.88,0,High Risk,0.463
S100999,Tech_Institute_D,MIS,India,Latvia,2018,Information Systems,Master,Full-time,Female,27,Single,2,High,0.6,1,1,0,1,10,None,5.76,5.26,5.62,5.44,20,14,28,28,2,0,0.295,0.108,0.067,36,0.162,4.0,0.0,0.549,3,5.86,0,High Risk,0.539
S101000,Latvia_College_C,MIS,Bangladesh,Latvia,2018,Social Sciences,Master,Part-time,Other,18,Other,3,High,0.6,0,1,0,1,23,None,6.03,6.2,5.75,5.98,26,26,25,19,0,2,0.852,0.734,0.141,0,0.382,60.0,70.9,0.312,3,6.24,1,High Risk,0.624
S101001,Business_School_E,BUS,Canada,Latvia,2020,Medicine,Bachelor,Part-time,Female,28,Single,2,Medium,0.3,0,0,1,1,13,None,6.86,6.81,7.2,7.01,22,16,35,35,2,0,0.752,0.607,0.117,0,0.322,57.2,53.9,0.304,2,6.9,1,Moderate Risk,0.841
S101002,Business_School_E,ENG,India,Latvia,2018,Medicine,Bachelor,Full-time,Female,24,Single,3,High,0.6,0,1,0,0,0,None,7.23,7.37,7.95,7.66,31,31,35,35,0,0,0.821,0.698,0.078,0,-0.093,51.1,40.7,0.337,1,7.66,1,Moderate Risk,0.773
S101003,Latvia_Uni_B,ENG,Sri Lanka,Latvia,2022,Computer Science,Bachelor,Part-time,Female,25,Single,2,High,0.6,1,0,1,0,0,Full,6.79,6.67,6.96,6.81,35,29,28,28,2,0,0.697,0.561,0.122,0,0.327,28.3,36.8,0.306,1,7.38,1,Very Likely to Succeed,0.856
S101004,Latvia_College_C,BUS,Vietnam,Latvia,2021,Engineering,Master,Full-time,Male,30,Married,3,High,0.6,0,0,0,1,29,None,4.53,4.0,4.36,4.18,21,18,25,22,1,1,0.326,0.138,0.066,36,0.059,20.9,10.5,0.646,1,4.22,0,Very High Risk,0.289
S101005,Tech_Institute_D,CS,Sri Lanka,Latvia,2023,Medicine,Bachelor,Full-time,Male,36,Single,3,High,0.6,1,0,0,1,17,None,6.36,6.22,6.5,6.36,21,18,35,32,1,1,0.633,0.474,0.132,4,0.279,31.1,22.4,0.321,1,6.53,1,Moderate Risk,0.758
S101006,Latvia_Uni_A,DATA,India,Latvia,2021,Business,Bachelor,Full-time,Female,33,Single,2,High,0.6,0,1,0,1,18,None,6.64,6.86,7.16,7.01,23,20,31,31,1,0,0.786,0.651,0.088,0,-0.164,52.9,62.7,0.456,3,7.12,0,High Risk,0.638
S101007,Latvia_Uni_A,MED,Germany,Latvia,2023,Engineering,Master,Full-time,Male,39,Married,3,Low,0.1,0,1,1,1,21,None,7.41,7.62,7.62,7.62,31,28,32,32,1,0,0.711,0.555,0.061,0,0.084,36.5,11.1,0.227,1,7.76,1,Very Likely to Succeed,0.908
S101008,Business_School_E,CS,India,Latvia,2022,Engineering,Master,Full-time,Female,38,Single,2,High,0.6,0,1,0,0,0,None,6.97,6.1,5.58,5.84,30,24,24,18,2,2,0.321,0.128,0.078,36,0.018,33.3,41.7,0.788,3,6.32,0,High Risk,0.421
S101009,Tech_Institute_D,BUS,Vietnam,Latvia,2020,Humanities,Bachelor,Full-time,Female,34,Single,1,High,0.6,0,1,0,0,0,None,6.98,7.31,7.29,7.3,35,32,26,26,1,0,0.489,0.338,0.09,14,-0.212,45.2,48.0,0.703,2,6.82,0,High Risk,0.522
S101010,Latvia_College_C,ENG,Nigeria,Latvia,2020,Medicine,Master,Full-time,Other,33,Single,3,High,0.7109001985897431,0,0,1,0,0,Partial,6.94,7.38,7.75,7.56,31,28,31,31,1,0,0.534,0.386,0.083,8,-0.082,30.0,27.4,0.401,1,8.07,1,Moderate Risk,0.723
S101011,Latvia_Uni_A,CS,Nigeria,Latvia,2023,Information Systems,Bachelor,Full-time,Male,20,Other,1,High,0.7004345941103848,0,0,1,1,10,None,7.36,6.8,7.94,7.37,23,23,22,22,0,0,0.622,0.475,0.065,1,0.02,62.0,74.8,0.607,3,7.22,0,High Risk,0.621
S101012,Tech_Institute_D,MIS,Spain,Latvia,2020,Humanities,Master,Part-time,Female,28,Single,5,Low,0.1,0,0,0,0,0,None,7.05,7.79,7.65,7.72,31,31,31,25,0,2,0.914,0.813,0.112,0,0.285,69.6,74.1,0.016,0,7.92,1,Very Likely to Succeed,0.992
S101013,Tech_Institute_D,DATA,Ghana,Latvia,2018,Computer Science,Bachelor,Full-time,Other,22,Married,2,High,0.7798154178646053,1,0,1,0,0,None,6.92,8.16,7.9,8.03,28,28,23,17,0,2,0.53,0.36,0.086,8,-0.113,59.2,54.7,0.567,1,7.54,1,Moderate Risk,0.812
S101014,Latvia_Uni_A,LAW,India,Latvia,2020,Computer Science,Bachelor,Full-time,Female,28,Married,3,High,0.6,0,1,0,1,27,Partial,6.32,6.0,5.99,5.99,35,35,20,20,0,0,0.488,0.326,0.073,17,0.051,34.6,37.4,0.68,3,5.39,0,High Risk,0.479
S101015,Latvia_Uni_A,DATA,Sri Lanka,Latvia,2022,Medicine,Bachelor,Full-time,Other,25,Married,1,High,0.6,1,0,1,1,29,Partial,7.49,8.38,8.21,8.3,29,26,29,29,1,0,0.78,0.664,0.207,0,0.642,61.4,60.9,0.324,2,8.8,1,Moderate Risk,0.842
S101016,Latvia_Uni_A,BUS,Germany,Latvia,2020,Computer Science,Master,Full-time,Male,34,Single,4,Low,0.1,0,0,0,0,0,None,8.23,8.78,9.05,8.92,27,27,33,30,0,1,0.988,0.937,0.058,0,0.045,65.0,57.7,0.0,0,8.93,1,Very Likely to Succeed,1.0
S101017,Tech_Institute_D,MED,Sri Lanka,Latvia,2023,Medicine,Bachelor,Full-time,Female,26,Single,1,High,0.6,0,1,1,0,0,None,6.76,6.61,6.84,6.73,25,25,34,31,0,1,0.375,0.184,0.063,34,-0.032,5.5,0.0,0.518,2,6.76,0,High Risk,0.527
S101018,Latvia_College_C,DATA,USA,Latvia,2021,Information Systems,Bachelor,Full-time,Female,39,Single,4,Medium,0.3,1,1,0,1,29,None,9.4,9.32,9.12,9.22,25,25,26,26,0,0,0.995,0.956,0.054,0,0.017,100.0,100.0,0.0,0,9.88,1,Very Likely to Succeed,1.0
S101019,Latvia_Uni_A,BUS,USA,Latvia,2021,Information Systems,Master,Full-time,Male,21,Single,2,Medium,0.3,0,1,1,1,29,None,5.38,5.09,4.96,5.03,22,16,24,21,2,1,0.299,0.109,0.082,36,0.096,0.0,0.0,0.565,3,5.11,0,High Risk,0.475
S101020,Latvia_Uni_B,ENG,India,Latvia,2023,Computer Science,Master,Full-time,Female,21,Single,3,High,0.6,0,0,1,1,20,Full,5.67,5.18,4.89,5.03,31,28,28,25,1,1,0.471,0.3,0.118,18,-0.302,32.8,33.3,0.433,2,4.43,0,High Risk,0.539
